time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
1970/01/01/01:01:17.971000,3893,77,973000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1429622553396914, -0.008682875212594254, 1.0390511094231485, -2.169964746723119, 0.02523819169580488, 1.0778041884072493, -2.1896016192529526, -0.021837647030951146, 1.09674869203403, -2.1549949340563677, 0.00489383859754966, 1.0510607229891535)","(0.848454246700175, 0.44555982235702946, -0.14668346502478874, -1.845280158836939, 0.4354298685527653, 1.2098355401106542, -1.1636432796387925, -0.46328734416495654, 2.2818623367455113, 0.6389066025395221, -0.35587498711939747, -0.6038763231121993)","(4.038405555239903, -3.5176957758592717, -1.474694983098711, -0.2522365988166202, -0.5070071922556512, 0.1379250138274375, -0.3850961355491762, 0.324758950082074, -0.14957283689900303, 7.486571922824846, 3.6507763063252114, 2.5025031332400736)"
1970/01/01/01:01:17.993000,3894,77,993000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.136024224948695, -0.0016979678910216123, 1.039549975674385, -2.2226198908530463, 0.03221173058102256, 1.1082574247073689, -2.232160119128368, -0.02953873908019311, 1.143719286031323, -2.1518420790444877, 1.975802294218454e-05, 1.0451325253233223)","(0.17779879167626014, 0.2807388824540563, 0.025954931828379234, -2.6584419961960446, 0.2250298129303222, 1.482803407200449, -2.2972128624118615, -0.2714514737399394, 2.0663450229795006, 0.13371567510660404, -0.17467745108777027, -0.26818135399457654)","(5.641128058815072, -3.141291024840954, -1.0189194163551367, -0.6756276404467663, -0.15652828247954426, 0.3516214580750461, -0.9581951232559032, 0.18905571325191672, 0.09647783453939507, 8.774888180287933, 2.7057035723936806, 2.184145300055713)"
1970/01/01/01:01:18.013000,3895,78,13000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1398030929626124, 0.0028273237639409032, 1.0427548087788097, -2.2707368189372783, 0.04116651057948495, 1.1247721633555257, -2.275894060438066, -0.03980449228801142, 1.178471529695405, -2.1562436123760973, -0.002322791622230369, 1.043525057019636)","(-0.0884928727576287, 0.13819967259070773, 0.1113688173026077, -2.2561703696935376, 1.1378705655214594, -0.49063519737628347, -2.082880539701536, -1.1455514352420577, 1.4842340601632338, -0.187467550484411, -0.0929336688058933, 0.0002815978091849358)","(6.970610593125897, -5.032234966795367, -0.6707081969879327, -0.9634531087175722, -0.6785988183862983, 1.9933827730597313, -2.448517430426717, 0.6023449038306767, 0.3502799504302536, 10.154065330774998, 4.520885645554285, 4.9198236005643565)"
1970/01/01/01:01:18.049000,3896,78,33000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1484184700282594, 0.003907628763295534, 1.0475371839114374, -2.3020052211444035, 0.049297257751005574, 1.124836382885042, -2.304011330765791, -0.0476047963250128, 1.193054435530665, -2.166424214282377, -0.0035757964415950028, 1.0478576912936264)","(-0.23283507796840547, 0.08916966133866937, 0.09614001691113962, -1.1770377508195042, -0.039964509298006407, 0.3574838777401136, -1.1096666587290729, 0.003609195904596643, 0.3191222516039933, -0.14470435216026262, -0.04765584937129526, -0.03527241482752268)","(10.326165602674603, -2.6869176416963625, -1.056417443396991, -0.23789430286980284, -0.9474482836849347, 0.6369035221935836, -0.39128218443106944, 0.741065057435318, 0.434598824950549, 13.114439620340848, 2.3215420104903384, 1.5730655451083981)"
1970/01/01/01:01:18.053000,3897,78,53000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1583086473343602, 0.00642077803257024, 1.0520083160796165, -2.3127775125775543, 0.047053168230017484, 1.1291123189569117, -2.313012983322789, -0.0457478650869918, 1.1944158680364891, -2.174527137289359, -0.005380954983687403, 1.0483253874490766)","(-0.13513225605289447, 0.09175476147641391, -0.016799272508413593, -0.4250468502798288, -0.9885430407712423, 0.6358641567578706, -0.35763562563286, 0.9329738325115298, -0.7692169189575465, 0.03288382371144771, -0.23086518018924782, -0.2568088187691806)","(12.363356244667138, -1.3860153635712098, -0.013723980531645363, 0.12540647799557947, -5.388285346292962, 3.7342212178753265, -3.718310743513846, 3.75353325293329, -1.4878878043270132, 14.285037842700941, 1.380535686788896, 0.7530059510965849)"
1970/01/01/01:01:18.073000,3898,78,73000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1655241508396443, 0.01172560953599966, 1.0561203919943223, -2.318154246546646, 0.024861178693698527, 1.1450483133433877, -2.3184774546929177, -0.023876961681343012, 1.1763105531106115, -2.1789415845391416, -0.010542264821877367, 1.0432805680889965)","(0.1860354075263684, 0.37773948348573116, 0.04538251345839431, -0.13331460993212202, -1.0349482121790636, 0.693163936715635, -0.14076581636410002, 1.0111138342640904, -0.8814866168997738, 0.242695368577534, -0.34312390343632027, -0.5229762991149259)","(12.446535317862931, -2.823828761532871, -0.8925116923790664, -0.2679287589385336, -0.8707831082038422, 0.3378675018646913, -0.215023672790913, 0.7901868358264124, 0.2624238896316593, 14.457524041703264, 2.412553616169774, 2.7013713818035026)"
1970/01/01/01:01:18.093000,3899,78,93000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1660178868338713, 0.02009880961195165, 1.0610364829699321, -2.318825757844537, 0.0045593233499952035, 1.157309496891533, -2.319248875685857, -0.0038917783718677157, 1.157951864800597, -2.1803838223840506, -0.01873561875943963, 1.0361306491167133)","(0.4454955372519796, 0.4484042124223378, 0.07381675246343374, 0.08532866898294555, -0.9991832946997646, 0.5346813674088595, 0.0856103041373728, 0.9897285146647556, -0.9705549068923054, 0.33358195366261845, -0.43423158603880463, -0.5323660922444378)","(11.480487436887314, -3.7949763109967205, -1.3544257872322318, -0.24199246547144493, -0.8761075818933766, 0.3536386439051955, -0.17970471673795924, 0.7265587964857827, 0.24155757342540785, 14.658183232121113, 3.515557726229055, 3.3464335827581166)"
1970/01/01/01:01:18.113000,3900,78,113000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1623051487663245, 0.02906925206234945, 1.0658433619636103, -2.3131644159255336, -0.015342318502763241, 1.1657075316552703, -2.313557418320893, 0.015729775912643795, 1.13675389380085, -2.1801105466186605, -0.02753736148499364, 1.02913956568307)","(0.5708324086428419, 0.44489009961235204, 0.06519184341834916, 0.515098455103094, -0.9579724774936006, 0.28640034863941244, 0.5167440710465911, 0.946397786033859, -1.1491565767182785, 0.41259563286166645, -0.418908598411704, -0.5089049414088245)","(10.620495310462815, -4.329859765559504, -1.4983359056309735, -0.5991614053528838, -0.4370174290533204, 0.436647460792446, -0.5393306161346367, 0.35552923024989735, 0.472082609144838, 14.676626026769124, 3.947435081056776, 3.6953820451917445)"
1970/01/01/01:01:18.133000,3901,78,133000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1565288679165295, 0.03753877017474583, 1.070023787693808, -2.2936979055281093, -0.03345874553661066, 1.165995806147376, -2.2939850728016493, 0.03348123354290422, 1.1105868557842635, -2.1781476019040547, -0.03558748918914034, 1.0225337377308223)","(0.6164948723260562, 0.40277709243656035, 0.03905870759683039, 1.4963782103412027, -0.7851237045049748, -0.3107417654539298, 1.5065312785263356, 0.767538446517308, -1.4613428028002364, 0.4890146693282745, -0.3633719879637528, -0.482764486727097)","(9.86021108661714, -4.563903168844858, -1.4788143386669315, 0.0072203452998294, -0.6914633403208275, 0.05794858452614615, 0.09680312309059014, 0.5456100035830918, 0.16487036029506275, 14.424694703944278, 4.0413102208118685, 3.912745002299515)"
1970/01/01/01:01:18.153000,3902,78,153000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.149877103526979, 0.045009141916290574, 1.073590976773617, -2.2506729075691165, -0.045574583950368286, 1.1512165420247422, -2.250886006389247, 0.04529066651719216, 1.0783488531221392, -2.1745483377934685, -0.04258430810769198, 1.0164007927780654)","(0.6174416086139871, 0.3479316408777151, 0.027454524016987614, 2.8097492832542477, -0.38271135429670944, -1.1847809532741245, 2.8152066975773593, 0.37024346354305077, -1.7420878186117943, 0.5472642400664764, -0.31064306417278614, -0.4450383991003557)","(9.23663654301202, -4.517070517364551, -1.4051152589240286, 0.08609146739242135, -0.5546311252578, -0.11024579812361335, 0.20103899382184132, 0.39542521205117054, 0.1658286088760419, 13.992317139859335, 3.9194981477095423, 3.985495675086453)"
1970/01/01/01:01:18.173000,3903,78,173000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.145227937282078, 0.04802479331009568, 1.0709787294372521, -2.182261067612112, -0.04939971140625765, 1.1176739531648119, -2.21656987566908, 0.04600475471144172, 1.0549414323021669, -2.165640628355632, -0.04763985047882002, 1.0053828925464723)","(0.2834785080151978, -0.29396534779169886, -0.9323495480483286, 3.912979413385518, 0.09320894419872679, -2.047173643485171, 1.6288515092293898, -0.1641942801631044, -1.609336315529406, 1.076055389233888, 0.003711070898987867, -1.029606785541657)","(10.956683055231995, -0.4817713970238793, 4.964052044708369, -0.42165733681483886, 0.8419935692918679, 0.2768610668293894, 20.214719781446167, 0.7125124528437521, -3.8602073132314323, 9.944034878940737, 2.2033483273945067, 8.733009601024106)"
1970/01/01/01:01:18.202000,3904,78,193000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1375752800231798, 0.042627574173956795, 1.0572781742821764, -2.1069471383894243, -0.042747619103392864, 1.0767152941746412, -2.182032349108738, 0.041355134795214354, 1.017739699332088, -2.1458756276808675, -0.04886447745106093, 0.9935546312314392)","(0.8716889253424958, -0.014000543212838501, -0.33759323161934846, 3.502200832522896, 0.4341351461250429, -1.9673133652257238, 2.6402908742458506, -0.3461746428231639, -2.2815567677201254, 1.016519351514955, -0.12507114381339202, -0.32575586253754774)","(6.9425268292374795, 0.3085032182646845, 5.1358603129011335, -0.1672196862993376, -0.1959817256402243, 0.09360398736800413, 18.476277820422943, -0.24233371230874823, 4.528912044695106, 7.20788969007871, 1.8234295527822533, 5.798217449678924)"
1970/01/01/01:01:18.213000,3905,78,213000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1295386673372665, 0.04330551811833061, 1.0689953161802972, -2.1006434902257283, -0.04291609381239159, 1.0674841578003056, -2.1511269087483944, 0.03809074328398765, 1.0002658113042617, -2.1346913518126387, -0.04605663755224754, 1.0064464036318608)","(-0.49814213672379193, 0.05724156410672232, 1.5370718500521652, 0.2312861753324832, 0.3769940411445817, -0.35988211142781956, 0.9407458474853616, -0.2593746797622909, -0.06880622381712777, -0.3809844768553854, 0.030910302776895243, 1.4803367994214935)","(-0.5589685970381701, 0.4650165545678473, -0.09017405608172302, 2.1856022987005512, 2.8411537047383426, -1.52957002790525, 7.01312720197526, -2.6874705147053435, 4.921362644024693, -0.5904606800983263, -0.3512661102425989, -0.22898927289228688)"
1970/01/01/01:01:18.233000,3906,78,233000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1635109177759784, 0.04642742483148243, 1.1067841858174132, -2.1022999966201112, -0.0384599018212155, 1.0684103089779766, -2.141030957705267, 0.03731945835527117, 1.0003576010562893, -2.1671136351891453, -0.04809763466152894, 1.039733568270309)","(-2.336381935425266, 0.17447857370378886, 1.979890518008845, -0.2137466688346892, 0.22516731001597123, 0.13903395987827893, 0.3323901808641788, -0.004544760149002541, 0.05977647907588449, -2.2925165837424273, -0.16612702797797768, 1.7300305679366972)","(-0.5108133510819357, 0.4805302334920829, -0.0949738923847625, 4.086498357843049, 2.7832543943411507, -3.940731442310619, 7.836448481932326, -3.960180265281232, 4.639210717942947, -0.40226597471130177, -0.07154967674679003, 0.05912693087993226)"
1970/01/01/01:01:18.258000,3907,78,253000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2116625320769145, 0.0492273371082268, 1.1424567383564561, -2.1142269975338976, -0.0332531200368793, 1.0734611702403383, -2.142225038898543, 0.03449958282951737, 1.0064325750574383, -2.2143706996414556, -0.050091675632339516, 1.0715860002680175)","(-2.470120900987903, 0.09848568361637117, 1.6476608711618437, -0.4755809060851467, 0.29952198293304433, 0.10750613657527806, -0.0269834800010616, -0.22684747713451894, 0.3021232776476763, -2.427071431581581, -0.04765983954965303, 1.4994899286873486)","(-0.28106438495551345, 0.6199673103151719, 0.22570798233943457, 7.335540846974502, 2.2348385704732543, -4.880132392579906, 9.722006628454732, -2.928526020870909, 3.0873722761438067, -0.2919437556898812, -0.5991758005539326, 0.23883455974397894)"
1970/01/01/01:01:18.273000,3908,78,273000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2481628313550797, 0.0461256730112245, 1.1625643744974745, -2.1296495358329732, -0.027209920481121586, 1.0773607585767895, -2.1482792746662334, 0.029336842799215113, 1.0141518712287843, -2.250195923967069, -0.046041676740102844, 1.0960130039895422)","(-1.513875168208899, -0.3783587956210249, 0.5983504664657713, -0.4140623844243086, 0.3182166467823413, -0.03678099220299543, -0.1118713124470111, -0.26604658624306077, 0.2644123227733231, -1.469715203847291, 0.399435585019866, 1.0708509768085823)","(-0.25326800847980513, 0.6800463327213017, 0.2534284669704576, 9.309092653725306, 1.8578311304323911, -4.891866156928234, 10.835210191954436, -2.5466892660082, 2.9773485456458806, -0.2664602627968913, -0.7139895459202361, 0.2577482671470761)"
1970/01/01/01:01:18.293000,3909,78,293000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2733668043667876, 0.035916239738022604, 1.168609716344899, -2.143289581235191, -0.02109979093072223, 1.0790581786831401, -2.1562753997822046, 0.024131900420095498, 1.0214368721822664, -2.274702735348419, -0.03563629678935243, 1.1152877354078168)","(-1.1297802633232055, -0.6275999741530357, 0.10225799540113993, -0.2364053798504575, 0.29414034040349546, -0.16534520826345625, -0.13788803055006843, -0.25432692879744845, 0.20580730794656865, -1.0940642071386801, 0.6254945543016239, 0.910564670491809)","(-0.2536658079382734, 0.7891824033324786, 0.3412541298507855, 10.299152312185498, 1.7924394577611575, -4.686480678375099, 12.005884743784973, -2.565199483800206, 3.102013255940767, -0.26091336699602063, -0.7565050023196518, 0.3044439935616927)"
1970/01/01/01:01:18.313000,3910,78,313000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2931636584355157, 0.021614171254179304, 1.167027357164348, -2.1532898083756162, -0.015731311918348645, 1.0785043732798636, -2.164864402512519, 0.019260947942487228, 1.0277230062692349, -2.2939153557554173, -0.021492570471353112, 1.1325464634626696)","(-0.8936504406051073, -0.7492941492945697, -0.173879379771948, -0.04109536524566454, 0.24686548217487625, -0.27243448352143085, -0.1146592514689069, -0.2358633495271168, 0.13549097414617106, -0.8665641552986194, 0.7349008452370177, 0.8113922798830556)","(-0.326534546140435, 0.801998994108249, 0.4563224720097361, 10.569880183773549, 1.8999263646328262, -4.171298271513727, 13.044867521926635, -2.5970909630088554, 3.3641944271086905, -0.33433826842941183, -0.7514203623794744, 0.35639676511710117)"
1970/01/01/01:01:18.333000,3911,78,333000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.3113293616189985, 0.004688979338452803, 1.16153472888944, -2.1595203879295735, -0.011179491695135546, 1.0760813732526975, -2.1733628420086397, 0.014637361177963548, 1.0331573966800072, -2.3117252095675527, -0.00484981513945737, 1.1497398089252941)","(-0.872495214583939, -0.8737553785200367, -0.3309637482685115, 0.11459982826462822, 0.21256696679305687, -0.34118181553978777, -0.0828935321406814, -0.2305410940058885, 0.09742147241661865, -0.8557938763936046, 0.8571552910042151, 0.8486056627264013)","(-0.27455389011221243, 0.8356884400015434, 0.40923485970401796, 10.277927666406821, 2.325306253566221, -3.614984890763486, 13.909597199235126, -2.8184602528707945, 3.8742554964525002, -0.2601102540346394, -0.7596094925726962, 0.3508711332390444)"
1970/01/01/01:01:18.353000,3912,78,353000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.326191643042046, -0.012975031650928948, 1.1530946052201427, -2.16286338375866, -0.007065239000335843, 1.0722726162925165, -2.181279559479801, 0.010015775616678546, 1.038042595830496, -2.326398921696133, 0.012500224576970531, 1.1655886947172203)","(-0.6229072438568708, -0.8963719384995292, -0.49717287560416906, 0.20953061827384228, 0.1979006961992995, -0.3811572206650649, -0.027256399230038225, -0.23575201719981237, 0.06866138678392178, -0.6172733091040244, 0.8790514736736886, 0.7357545387133858)","(-0.2594828450353406, 0.8116783401137786, 0.384222111014497, 9.885482264718268, 2.5934885467973094, -2.9465954727786094, 14.595804317800281, -2.866667066078039, 4.284638232220558, -0.2330638297633758, -0.735538768224429, 0.33515406859202934)"
1970/01/01/01:01:18.376000,3913,78,373000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.3310394269126293, -0.030093434718625467, 1.1397088964032251, -2.164390357457158, -0.0029581026453691095, 1.0676568737226217, -2.1881738192259697, 0.0052149231217955005, 1.0426214275841712, -2.3312364641873726, 0.029299177523544273, 1.176351647327028)","(0.062442289887461366, -0.837836143245557, -0.7952419687930529, 0.25182824943893817, 0.20543103461496107, -0.3912981255087006, 0.03779546676943607, -0.24772139761765252, 0.05964410989240124, 0.058609469848644485, 0.8176945587240927, 0.3689153330312422)","(-0.23071853453484026, 0.7852453377013113, 0.3489241674977892, 9.479656185501804, 2.7309601084774253, -2.312634231894929, 15.047965013277244, -2.8544301379690014, 4.639546130434795, -0.18358684618609084, -0.7034231728333074, 0.2853060456623563)"
1970/01/01/01:01:18.418000,3914,78,393000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.314602816474249, -0.04385971548602274, 1.118495164922586, -2.165109414820419, 0.0015572553033571523, 1.0627957749596613, -2.1938051960070286, 0.00016989821923996118, 1.0471931213544385, -2.3148632834802534, 0.04272234195834468, 1.175078216351455)","(1.4210392001644643, -0.5957268967186562, -1.2451041094597497, 0.2536567027192771, 0.2299665935533541, -0.3777855695162818, 0.10523337400375805, -0.2635404846385616, 0.06796617383945219, 1.4116762556908555, 0.5722637732017133, -0.4264190160927231)","(-0.20295048892491652, 0.7774203026787099, 0.3254926037833217, 9.174652671235314, 2.688040147530617, -1.7780065481281038, 15.266967952159652, -2.7815899463480687, 4.893715423473363, -0.12642251591006515, -0.6714237287381484, 0.21175341468628273)"
1970/01/01/01:01:18.418000,3915,78,413000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.2994347955425116, -0.05172058596818996, 1.103906162284824, -2.166171398822854, 0.005895030531687162, 1.0590228916361477, -2.19876269985488, -0.004695732687026499, 1.0521979591116581, -2.2995451956208113, 0.050253528785682455, 1.1702038035064986)","(-0.009353289792843084, 0.00813780723281421, 0.007431817478406988, 0.20213404356548909, 0.14103436461188218, -0.2930752127184857, 0.22083128541966993, -0.204520688340943, -0.039028877523967, -0.012225609026636108, 0.01491672627033902, -0.015606627291637726)","(-0.24210067914842331, 0.9569505527563652, 0.6337584538158608, 10.131386014146267, 1.374261984864118, -1.3074149298079412, 16.001866683870134, -1.191844682446562, 3.266755559628669, -0.27978703601517685, -0.9297584731053798, 0.5191254919675283)"
1970/01/01/01:01:18.433000,3916,78,433000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1930760608997133, -0.04426819371003443, 1.0533244577800538, -2.167782264622101, 0.01693929373930203, 1.046877646206334, -2.1949442110561375, -0.009854681350982553, 1.0492422892604063, -2.2393915317251274, 0.0455099985512053, 1.1293946895000477)","(4.451691891457051, 0.2564645666746511, -1.9611420007423936, 0.10594727973171847, 0.9464044826798417, -1.2127981156749708, 0.8104267614078156, -0.411107410124873, -0.2942289136625553, 2.326729722595937, -0.30294673372212555, -2.649914719092785)","(-1.8088464414935501, 0.5147858492875521, 2.033541447339361, 9.918340143353536, -2.763251052816611, 5.375868652120378, 10.669079700149371, -2.1723506807671282, 9.304281154988459, 21.093526003308753, -0.5920175710537544, -1.116857214100774)"
1970/01/01/01:01:18.453000,3917,78,453000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1512151031685267, -0.0321740135291515, 1.0355263513149033, -2.163210092112754, 0.027984847143953218, 1.0313589895887079, -2.1789551129628455, -0.018558079202658284, 1.0552570468494311, -2.201161907470686, 0.035793836238244836, 1.084617346655632)","(0.9854194579679357, 0.6046742936623037, -0.18577506545335556, 0.3726080668267045, 0.6366316322255834, 0.15335794438180683, 0.5696214489444855, -0.8038573080750973, 1.4710306479674597, 1.82443443619481, -0.7938660832952154, -1.6233297295878641)","(5.938736423135916, -2.196214421460784, -0.8774926853256314, 0.011162468136955539, 0.23091035030768348, 5.044600151643078, 1.2727945068444395, -1.3478221014434528, 5.537391726592427, 9.207412276369805, 2.6581847410809485, 4.8954429237654)"
1970/01/01/01:01:18.473000,3918,78,473000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1387319903259723, -0.020938596340853266, 1.0372950035253616, -2.1798455157634766, 0.03979069363913368, 1.0501999855522666, -2.189694446155313, -0.03438839123017612, 1.097587302554616, -2.1761693684396324, 0.021879895791734327, 1.062577368543419)","(0.47957052978443876, 0.48973247151896354, 0.1950645121165029, -2.234758299470421, 0.5597185966486492, 1.469642300439592, -1.938494082968094, -0.7482628554756713, 2.542316728542449, 0.9796509324078195, -0.5370362815588029, -0.7729443104549492)","(4.08044238894152, -2.624950480841695, -1.9865254640659291, -2.0943138774962264, -0.7023140673375917, 0.9149558290675448, -2.093842569696589, 0.5067332265147879, 0.4981358488266703, 7.636724359853533, 2.9395012571360124, 4.262808136291634)"
